"","taxan","gene.ID","t","N","S","dnds","dN","ds","NdN","SdS","lnl","taxa"
"2422","6","NC_006127_-_PSD3_CDS","0.017","2083.9","760.1","23.0837","0.0076","3e-04","15.9","0.3","-7489.89609","6"
"2423","6","NC_006127_-_PIP5K1B_CDS","0.313","1197.8","422.2","1e-04","0","0.4008","0","169.2","-3445.172479","6"
"2424","6","NC_006127_-_LMBRD2_CDS","0.12","1505.6","558.4","1e-04","0","0.1475","0","82.3","-4246.657205","6"
"2425","6","NC_006127_-_ITGA1_CDS","0.468","2601.8","881.2","0.2577","0.0903","0.3502","234.8","308.6","-8290.522167","6"
"2426","6","NC_006127_-_NFIB_CDS","0.13","489","213","1e-04","0","0.1427","0","30.4","-1214.304914","6"
"2427","6","NC_006127_-_MFSD7_CDS","0.104","933.4","374.6","842.9052","0.0488","1e-04","45.5","0","-3526.118393","6"
"2428","6","NC_006127_-_PSIP1_CDS","0.488","1312","389","0.1404","0.0678","0.483","89","187.9","-3964.903117","6"
"2429","6","NC_006127_-_PJA2_CDS","0.057","1409.8","516.2","208.8327","0.0261","1e-04","36.8","0.1","-5533.963429","6"
"2430","6","NC_006127_-_LOC100858693_CDS","0.419","603.5","263.5","0.1742","0.0572","0.3285","34.5","86.6","-2040.535071","6"
"2431","6","NC_006127_-_ITGA2_CDS","0.561","2587.6","904.4","0.1527","0.0767","0.5023","198.4","454.3","-8586.806858","6"
"2432","6","NC_006127_-_NFIL3_CDS","0.269","990.5","347.5","0.1292","0.0326","0.2523","32.3","87.7","-2649.554773","6"
"2433","6","NC_006127_-_RGP1_CDS","0.52","714.4","326.6","1e-04","1e-04","0.5526","0","180.5","-2270.777994","6"
"2434","6","NC_006127_-_PSTPIP2_CDS","0.197","741","261","0.7306","0.0599","0.082","44.4","21.4","-2419.252037","6"
"2435","6","NC_006127_-_SNX30_CDS","0.019","865.3","289.7","11.2879","0.008","7e-04","7","0.2","-2364.595743","6"
"2436","6","NC_006127_-_SLC1A1_CDS","0.065","1081.1","412.9","1e-04","0","0.0789","0","32.6","-3351.736178","6"
"2437","6","NC_006127_-_WDR70_CDS","0","1080.1","389.9","8.1009","0","0","0","0","-3050.878273","6"
"2438","6","NC_006127_-_TRAPPC13_CDS","0","872.1","312.9","1.0138","0","0","0","0","-2332.020014","6"
"2439","6","NC_006127_-_RGS7BP_CDS","0.073","362","145","999","0.0339","0","12.3","0","-1012.73122","6"
"2440","6","NC_006127_-_PTAR1_CDS","0.147","876","339","1e-04","0","0.1755","0","59.5","-2919.271538","6"
"2441","6","NC_006127_-_SPEF2_CDS","0.326","996.6","308.4","1e-04","0","0.4599","0","141.8","-3961.816137","6"
"2442","6","NC_006127_-_SLC1A3_CDS","0.125","1199.7","429.3","1e-04","0","0.1578","0","67.8","-3328.652103","6"
"2443","6","NC_006127_-_XPA_CDS","0.227","485.9","156.1","999","0.0998","1e-04","48.5","0","-1600.868251","6"
"2444","6","NC_006127_-_TRIM23_CDS","0.015","997.7","361.3","999","0.0069","0","6.9","0","-2598.134955","6"
"2445","6","NC_006127_-_RHOBTB3_CDS","0.055","1310.8","507.2","999","0.0253","0","33.1","0","-4511.174132","6"
"2446","6","NC_006127_-_PTBP3_CDS","0.248","1035.9","386.1","1e-04","0","0.304","0","117.4","-3536.902346","6"
"2447","6","NC_006127_-_SPTLC1_CDS","0.05","1043.5","378.5","999","0.0229","0","23.9","0","-3090.683318","6"
"2448","6","NC_006127_-_SLC24A2_CDS","0","734.9","285.1","9e-04","0","0","0","0","-2225.234468","6"
"2449","6","NC_006127_-_XRCC4_CDS","0.067","741.7","248.3","999","0.0296","0","22","0","-2883.542892","6"
"2450","6","NC_006127_-_TRIM36_CDS","0.495","1262.6","456.4","0.1233","0.0571","0.4634","72.1","211.5","-4138.92688","6"
"2451","6","NC_006127_-_RIC1_CDS","0.016","2959.9","1156.1","6.8635","0.0069","0.001","20.3","1.2","-8810.143423","6"
"2452","6","NC_006127_-_PTCH1_CDS","0.011","2786.6","1143.4","12.5645","0.0051","4e-04","14.2","0.5","-8148.458162","6"
"2453","6","NC_006127_-_SREK1IP1_CDS","0.091","365.1","99.9","999","0.0386","0","14.1","0","-1060.753771","6"
"2454","6","NC_006127_-_SLC25A46_CDS","0.04","703.2","268.8","999","0.0186","0","13","0","-1983.997017","6"
"2455","6","NC_006127_-_YTHDC2_CDS","0","2996.7","1119.3","0.4829","0","0","0","0","-9688.57157","6"
"2456","6","NC_006127_-_TRPM3_CDS","0.067","1809","675","999","0.0308","0","55.8","0","-5480.607573","6"
"2457","6","NC_006127_-_RICTOR_CDS","0.289","3661.1","1342.9","0.0371","0.0121","0.3259","44.3","437.7","-10020.739642","6"
"2458","6","NC_006127_-_PTGER4_CDS","0.247","958.2","424.8","1e-04","0","0.2684","0","114","-3267.732875","6"
"2459","6","NC_006127_-_SRFBP1_CDS","0.453","790.5","265.5","1e-04","1e-04","0.6011","0","159.6","-3286.034534","6"
"2460","6","NC_006127_-_SLC25A51_CDS","0.132","593.9","246.1","999","0.0624","1e-04","37","0","-2225.021493","6"
"2461","6","NC_006127_-_ZCCHC6_CDS","0.425","3415.3","1144.7","0.1732","0.0645","0.3724","220.3","426.3","-11466.488524","6"
"2462","6","NC_006127_-_TSTD2_CDS","0.258","949.3","364.7","999","0.1188","1e-04","112.7","0","-3493.678222","6"
"2463","6","NC_006127_-_RIOK2_CDS","0.071","1187.4","417.6","1e-04","0","0.0915","0","38.2","-4372.710985","6"
"2464","6","NC_006127_-_PTPRD_CDS","0.238","4102.5","1522.5","0.0323","0.0087","0.2699","35.8","410.9","-10724.275855","6"
"2465","6","NC_006127_-_SSBP2_CDS","0.041","729.7","290.3","0.0299","0.0013","0.0447","1","13","-1851.048306","6"
"2466","6","NC_006127_-_SLC27A6_CDS","0.17","1369.7","484.3","999","0.0765","1e-04","104.8","0","-4836.38271","6"
"2467","6","NC_006127_-_ZCCHC7_CDS","0.89","391.9","139.1","0.3769","0.2071","0.5495","81.2","76.4","-1760.940354","6"
"2468","6","NC_006127_-_TTC33_CDS","0.104","571.9","208.1","1e-04","0","0.1294","0","26.9","-1939.708544","6"
"2469","6","NC_006127_-_RIT2_CDS","0.027","477.6","173.4","999","0.0122","0","5.8","0","-1310.992882","6"
"2470","6","NC_006127_-_RAB3C_CDS","0","266.3","105.7","0.0723","0","0","0","0","-732.690351","6"
"2471","6","NC_006127_-_ST8SIA3_CDS","0.017","644.7","234.3","0.7155","0.0051","0.0071","3.3","1.7","-2564.084074","6"
"2472","6","NC_006127_-_SLC28A3_CDS","0.489","1204.9","475.1","0.242","0.0864","0.3569","104.1","169.6","-4205.751461","6"
"2473","6","NC_006127_-_ZDHHC21_CDS","0.069","583.3","211.7","1.5492","0.0255","0.0165","14.9","3.5","-1651.038586","6"
"2474","6","NC_006127_-_TTC39B_CDS","0.337","1228.3","433.7","0.1065","0.0353","0.3311","43.3","143.6","-3485.275782","6"
"2475","6","NC_006127_-_RMI1_CDS","0.641","1342.4","487.6","0.4118","0.1548","0.376","207.9","183.3","-5244.434306","6"
"2476","6","NC_006127_-_RAD1_CDS","0.409","605.5","237.5","0.2067","0.0655","0.3168","39.6","75.3","-2053.625252","6"
"2477","6","NC_006127_-_ST8SIA4_CDS","0.052","796.6","280.4","246.3561","0.0234","1e-04","18.7","0","-2190.129459","6"
"2478","6","NC_006127_-_SLC30A5_CDS","0.24","1607.5","606.5","0.1131","0.0254","0.2243","40.8","136","-4752.636079","6"
"2479","6","NC_006127_-_ZFAND5_CDS","0.162","459.5","170.5","1e-04","0","0.1999","0","34.1","-1222.125369","6"
"2480","6","NC_006127_-_TXN_CDS","0.201","238","77","0.027","0.0068","0.2536","1.6","19.5","-822.646235","6"
"2481","6","NC_006127_-_RNF165_CDS","0.402","684.6","305.4","1e-04","0","0.4342","0","132.6","-2012.258574","6"
"2482","6","NC_006127_-_RAD23B_CDS","0.079","698.1","273.9","999","0.0364","0","25.4","0","-2215.405418","6"
"2483","6","NC_006127_-_ST8SIA5_CDS","0.027","790.4","310.6","212.3996","0.0124","1e-04","9.8","0","-2273.600914","6"
"2484","6","NC_006127_-_SLC45A2_CDS","0.372","1126.3","460.7","1e-04","0","0.4268","0","196.6","-4174.840097","6"
"2485","6","NC_006127_-_ZFR_CDS","0.26","2206.3","850.7","1e-04","0","0.3118","0.1","265.2","-6059.894045","6"
"2486","6","NC_006127_-_TYRP1_CDS","0.193","1155.1","452.9","1e-04","0","0.2284","0","103.4","-3817.503299","6"
"2487","6","NC_006127_-_RNF170_CDS","0.055","554.2","213.8","999","0.0256","0","14.2","0","-1639.16715","6"
"2488","6","NC_006127_-_RAI14_CDS","0.101","2127.3","710.7","999","0.0449","0","95.4","0","-6982.674833","6"
"2489","6","NC_006127_-_STARD4_CDS","0.558","273.3","101.7","0.0476","0.029","0.6077","7.9","61.8","-869.625292","6"
"2490","6","NC_006127_-_SLC46A2_CDS","0.222","935.7","402.3","999","0.1057","1e-04","98.9","0","-3674.254636","6"
"2491","6","NC_006127_-_ZNF366_CDS","0.507","1569.1","605.9","0.0777","0.0392","0.5048","61.5","305.9","-4968.597341","6"
"2492","6","NC_006127_-_UBAP1_CDS","0.096","1103.8","426.2","999","0.0441","0","48.7","0","-3535.535934","6"
"2493","6","NC_006127_-_RNF180_CDS","0.063","906","318","1e-04","0","0.0808","0","25.7","-3207.37851","6"
"2494","6","NC_006127_-_RANBP3L_CDS","0.414","284","109","0.0841","0.0343","0.4078","9.7","44.4","-993.64014","6"
"2495","6","NC_006127_-_SUB1_CDS","0.097","286.9","91.1","1e-04","0","0.1342","0","12.2","-670.321887","6"
"2496","6","NC_006127_-_SLCO4C1_CDS","0.084","1234.9","451.1","1e-04","0","0.1041","0","47","-4283.986945","6"
"2497","6","NC_006127_-_ZNF608_CDS","0","3263.3","1215.7","0.1426","0","0","0","0","-9021.442242","6"
"2498","6","NC_006127_-_UBE2R2_CDS","0.44","335.7","138.3","1e-04","1e-04","0.5023","0","69.4","-875.276035","6"
"2499","6","NC_006127_-_RNF38_CDS","0.245","621.9","269.1","1e-04","0","0.2703","0","72.7","-2618.893661","6"
"2500","6","NC_006127_-_RASA1_CDS","0.109","1913.7","693.3","0.065","0.0076","0.1164","14.5","80.7","-4961.119163","6"
"2501","6","NC_006127_-_SUSD1_CDS","0.602","1132.5","418.5","0.436","0.1486","0.3409","168.3","142.7","-4238.524812","6"
"2502","6","NC_006127_-_SMAD2_CDS","0.214","1000.3","397.7","0.001","2e-04","0.2503","0.2","99.5","-2641.274711","6"
"2503","6","NC_006127_-_TBCA_CDS","0.059","188.9","63.1","999","0.0262","0","5","0","-494.084639","6"
"2504","6","NC_006127_-_UBQLN1_CDS","0.023","1152","447","999","0.0108","0","12.4","0","-3539.515276","6"
"2505","6","NC_006127_-_RORB_CDS","0.127","987","387","0.014","0.002","0.1456","2","56.3","-2486.503559","6"
"2506","6","NC_006127_-_RASEF_CDS","0.334","1178.3","402.7","1e-04","0","0.4372","0.1","176.1","-3547.843711","6"
"2507","6","NC_006127_-_SV2C_CDS","0.314","1580.7","564.3","0.0872","0.0278","0.3196","44","180.3","-4598.258639","6"
"2508","6","NC_006127_-_SMAD7_CDS","0","384.1","164.9","1e-04","0","0","0","0","-1019.600977","6"
"2509","6","NC_006127_-_TEK_CDS","0.06","2482.9","886.1","999","0.0271","0","67.2","0","-8018.555067","6"
"2510","6","NC_006127_-_UGCG_CDS","0.011","802.4","286.6","8.7324","0.0049","6e-04","3.9","0.2","-2088.272201","6"
"2511","6","NC_006127_-_RP11-145E5.5_CDS","0.107","242.4","75.6","999","0.0466","0","11.3","0","-680.785295","6"
"2512","6","NC_006127_-_RASGRF2_CDS","0.174","1025.8","354.2","1e-04","0","0.2261","0","80.1","-2836.245173","6"
"2513","6","NC_006127_-_SYK_CDS","0.466","1337.4","468.6","0.1166","0.0524","0.449","70","210.4","-4123.420452","6"
"2514","6","NC_006127_-_SMC5_CDS","0.065","2339.3","744.7","1e-04","0","0.089","0","66.3","-8573.231876","6"
"2515","6","NC_006127_-_TESK1_CDS","0","904.1","415.9","0.2538","0","0","0","0","-3515.574334","6"
"2516","6","NC_006127_-_UHRF2_CDS","0.04","1804.9","640.1","999","0.0181","0","32.7","0","-4725.979371","6"
"2517","6","NC_006127_-_RP11-195F19.29_CDS","0.397","646.3","301.7","1e-04","0","0.4162","0","125.6","-2553.366192","6"
"2518","6","NC_006127_-_RBP4B_CDS","0.467","424.8","163.2","1e-04","1e-04","0.5613","0","91.6","-1386.109731","6"
"2519","6","NC_006127_-_SYT4_CDS","0","940.2","334.8","0.201","0","0","0","0","-2650.588601","6"
"2520","6","NC_006127_-_SMIM15_CDS","0.013","156","66","999","0.006","0","0.9","0","-520.440234","6"
"2521","6","NC_006127_-_THAP1_CDS","0.398","331.4","124.6","0.1105","0.0414","0.375","13.7","46.7","-1025.076796","6"
"2522","6","NC_006127_-_UTP15_CDS","0.479","1132.9","424.1","0.0766","0.0373","0.4867","42.2","206.4","-3918.228803","6"
"2523","6","NC_006127_-_RP11-296A16.1_CDS","0.4","912.8","362.2","0.0687","0.0275","0.4002","25.1","145","-2950.229438","6"
"2524","6","NC_006127_-_RCL1_CDS","0.348","806.8","312.2","1e-04","0","0.4158","0","129.8","-2521.331683","6"
"2525","6","NC_006127_-_TAL2_CDS","0.494","244.4","106.6","1e-04","1e-04","0.5421","0","57.8","-790.698334","6"
"2526","6","NC_006127_-_SMN_CDS","0.559","568.2","208.8","0.1092","0.0583","0.5342","33.1","111.6","-2077.948211","6"
"2527","6","NC_006127_-_THBS4_CDS","0.355","1823.6","711.4","1e-04","0","0.4218","0.1","300","-5827.436898","6"
"2528","6","NC_006127_-_VCAN_CDS","0.172","1363.3","520.7","1e-04","0","0.207","0","107.8","-4393.223226","6"
"2529","6","NC_006127_-_RP11-598P20.5_CDS","0","697.2","250.8","0.305","0","0","0","0","-2104.701437","6"
"2530","6","NC_006127_-_REEP5_CDS","0.031","276.5","116.5","999","0.0145","0","4","0","-818.592012","6"
"2531","6","NC_006127_-_TARS_CDS","0.301","1533.1","533.9","0.0304","0.0109","0.3572","16.7","190.7","-4488.523216","6"
"2532","6","NC_006127_-_SMU1_CDS","0.322","1087.4","424.6","1e-04","0","0.382","0","162.2","-2962.099951","6"
"2533","6","NC_006127_-_TJP2_CDS","0","2534.4","921.6","0.5149","0","0","0","0","-8111.369395","6"
"2534","6","NC_006127_-_VLDLR_CDS","0.445","1799.6","651.4","0.0343","0.0175","0.5099","31.5","332.1","-5629.077304","6"
"2535","6","NC_006127_-_RPL17_CDS","0.578","401.4","150.6","1e-04","1e-04","0.7056","0","106.2","-1096.302081","6"
"2536","6","NC_006127_-_RFESD_CDS","0.134","233","82","999","0.0603","1e-04","14.1","0","-849.00713","6"
"2537","6","NC_006127_-_TBC1D2_CDS","50","1624.3","550.7","0.0049","0.316","64.8911","513.3","35736.7","-6432.082257","6"
"2538","6","NC_006127_-_SNCAIP_CDS","0.392","2085.2","782.8","0.1457","0.0503","0.3449","104.8","270","-6755.45576","6"
"2539","6","NC_006127_-_TLE1_CDS","0.19","1636.2","649.8","0.0055","0.0012","0.2196","2","142.7","-4223.688575","6"
"2540","6","NC_006127_-_VPS13A_CDS","0","7087.9","2386.1","0.3325","0","0","0","0","-22483.359634","6"
"2541","6","NC_006127_-_RPL37_CDS","0.006","213.8","77.2","1e-04","0","0.0073","0","0.6","-567.454652","6"
"2542","6","NC_006127_-_RFX3_CDS","0.154","1615.6","631.4","0.0331","0.0056","0.1679","9","106","-4021.390097","6"
"2543","6","NC_006127_-_SCAMP1_CDS","0.197","636.6","209.4","1e-04","0","0.2645","0","55.4","-1691.990375","6"
"2544","6","NC_006127_-_SNX24_CDS","0.043","311.5","108.5","999","0.0195","0","6.1","0","-926.127152","6"
"2545","6","NC_006127_-_TLE4_CDS","0","1497","636","0.0569","0","0","0","0","-3954.596031","6"
"2546","6","NC_006127_-_WDR36_CDS","0","1755.2","626.8","0.149","0","0","0","0","-5690.570271","6"
"2547","6","NC_006127_-_RPP25L_CDS","0.102","382.9","160.1","999","0.0483","0","18.5","0","-1283.104285","6"
"2548","6","NC_006127_-_RGMB_CDS","0.325","832.7","337.3","0.1223","0.0353","0.289","29.4","97.5","-2817.040414","6"
"2549","6","NC_006127_-_SECISBP2_CDS","0.019","1813.5","655.5","1e-04","0","0.0233","0","15.3","-7027.699321","6"
"2550","6","NC_006127_-_SNX2_CDS","0.029","1070.4","375.6","999","0.0129","0","13.8","0","-2793.03738","6"
"2551","6","NC_006127_-_TMC1_CDS","0.341","1743.9","581.1","0.1548","0.0481","0.3106","83.9","180.5","-5157.294145","6"
"2552","6","NC_006127_-_WDR41_CDS","0.101","912.8","329.2","5.5212","0.043","0.0078","39.2","2.6","-2876.854141","6"
"2553","6","NC_006127_-_RPS6_CDS","0.339","528.8","212.2","1e-04","0","0.3948","0","83.8","-1499.702836","6"
"2554","6","NC_006127_-_TPM2_CDS","0.329","454.8","172.2","1e-04","0","0.3998","0","68.8","-1577.342388","6"
"2555","6","NC_006127_-_SEMA4D_CDS","0.336","1869.2","689.8","0.2095","0.0556","0.2654","103.9","183","-6092.427806","6"
"2556","6","NC_006127_-_TMEM171_CDS","0.197","635.4","255.6","999","0.092","1e-04","58.4","0","-2548.638583","6"
"2557","6","NC_006127_-_TMEM161B_CDS","0.036","1023.7","401.3","1e-04","0","0.0423","0","17","-2873.927885","6"
"2558","6","NC_006127_-_S100Z_CDS","0.214","218.5","75.5","999","0.0959","1e-04","21","0","-693.12593","6"
"2559","6","NC_006127_-_RUSC2_CDS","0.297","2776.2","1255.8","1e-04","0","0.3174","0.1","398.6","-10642.220887","6"
"2560","6","NC_006127_-_SETD9_CDS","0.315","537.1","203.9","0.5113","0.0833","0.1629","44.7","33.2","-1989.096018","6"
"2561","6","NC_006127_-_SEPP1_CDS","0.348","576.7","209.3","1e-04","0","0.4352","0","91.1","-2261.00043","6"
"2562","6","NC_006127_-_TMEM174_CDS","0.083","504.1","212.9","1e-04","0","0.0933","0","19.9","-1994.188525","6"
"2563","6","NC_006127_-_TMEM167A_CDS","0.057","152.4","63.6","999","0.0269","0","4.1","0","-440.540997","6"
"2564","6","NC_006127_-_S1PR3_CDS","0.508","813.4","326.6","1e-04","1e-04","0.5905","0","192.9","-2657.562746","6"
"2565","6","NC_006127_-_RXFP3_CDS","0.801","747.1","347.9","1e-04","1e-04","0.8402","0.1","292.3","-2889.917868","6"
"2566","6","NC_006127_-_SGTB_CDS","0.004","686.1","225.9","1.9926","0.0015","8e-04","1","0.2","-1863.571198","6"
"2567","6","NC_006127_-_SETBP1_CDS","0.307","2415.3","908.7","0.152","0.0405","0.2665","97.8","242.2","-7398.42514","6"
"2568","6","NC_006127_-_TMEM175_CDS","0.087","924.2","338.8","1e-04","0","0.1085","0","36.8","-2893.62128","6"
"2569","6","NC_006127_-_SKP2_CDS","0.39","890.9","342.1","1e-04","0","0.469","0","160.4","-3257.63444","6"
"2570","6","NC_006127_-_TOPORS_CDS","0.311","2144.9","795.1","1e-04","0","0.3837","0.1","305.1","-8324.254207","6"
"2571","6","NC_006127_-_SHC3_CDS","0.336","1341.5","512.5","0.1092","0.0344","0.315","46.1","161.5","-4407.039629","6"
"2572","6","NC_006127_-_SH3GL2_CDS","0.305","758","253","0.0075","0.003","0.3972","2.3","100.5","-1985.484271","6"
"2573","6","NC_006127_-_TMEM2_CDS","0.423","3004.6","1102.4","0.3588","0.0953","0.2657","286.4","292.9","-9775.402511","6"
"2574","6","NC_006127_-_TMEM215_CDS","0.104","496.3","208.7","999","0.0494","0","24.5","0","-1755.605287","6"
"2575","6","NC_006127_-_SLC12A2_CDS","0.171","2258","862","1e-04","0","0.2061","0","177.6","-6610.245556","6"
"2576","6","NC_006127_-_TPGS2_CDS","0.482","633","240","1e-04","1e-04","0.5847","0","140.3","-2048.569305","6"
"2577","6","NC_006127_-_SIGLEC15_CDS","0.052","449.5","183.5","1e-04","0","0.0598","0","11","-1861.210309","6"
"2578","6","NC_006127_-_SHB_CDS","0.39","515.5","204.5","1e-04","0","0.457","0","93.5","-2265.606319","6"
"2579","6","NC_006127_-_TMEM38B_CDS","0.162","547.3","211.7","999","0.0749","1e-04","41","0","-2019.542205","6"
"2580","6","NC_006127_-_TMEM246_CDS","0.021","819.6","365.4","1e-04","0","0.0225","0","8.2","-3252.861699","6"
"2581","6","NC_006127_-_SLC14A2_CDS","0.033","822.5","344.5","1e-04","0","0.0375","0","12.9","-3129.866582","6"
"2582","6","NC_006127_-_SIGMAR1_CDS","0.321","356.6","162.4","1e-04","0","0.3423","0","55.6","-1235.181514","6"
"2583","6","NC_006127_-_TMOD1_CDS","0.586","712.1","244.9","1e-04","1e-04","0.7627","0.1","186.8","-2147.165844","6"
"2584","6","NC_006127_-_TNPO1_CDS","0.045","1806","669","0.0094","5e-04","0.0539","0.9","36.1","-4580.883315","6"
"2585","6","NC_006127_-_SKIV2L2_CDS","0.334","2245","740","1e-04","0","0.4489","0.1","332.2","-6461.922818","6"
"2586","7","NC_006127_-_CZH18ORF25_CDS","0.064","854.4","360.6","999","0.0303","0","25.9","0","-2775.365866","7"
"2587","7","NC_006127_-_ARSB_CDS","0.029","610.2","229.8","189.8096","0.0134","1e-04","8.2","0","-1930.868356","7"
"2588","7","NC_006127_-_CORO2A_CDS","0.607","1121.4","441.6","0.0898","0.0524","0.5831","58.7","257.5","-4081.752442","7"
"2589","7","NC_006127_-_DYM_CDS","0.042","1438.8","568.2","999","0.0193","0","27.8","0","-4284.247425","7"
"2590","7","NC_006127_-_DCAF12_CDS","0.264","673.2","274.8","1e-04","0","0.3038","0","83.5","-1981.928305","7"
"2591","7","NC_006127_-_MCTP1_CDS","0.044","1482.2","530.8","999","0.02","0","29.6","0","-4135.836032","7"
"2592","7","NC_006127_-_BDP1L_CDS","0.791","4500.6","1547.4","0.9264","0.2584","0.2789","1162.8","431.6","-19087.556803","7"
"2593","7","NC_006127_-_ANKRD32_CDS","0.464","1989.5","692.5","0.2877","0.0944","0.3282","187.8","227.2","-7483.537064","7"
"2594","7","NC_006127_-_CKS2_CDS","0.264","176.2","60.8","1e-04","0","0.3425","0","20.8","-531.101622","7"
"2595","7","NC_006127_-_AKAP2_CDS","0.27","1836.4","695.6","1e-04","0","0.327","0.1","227.4","-6571.815069","7"
"2596","7","NC_006127_-_ERCC6L2_CDS","0.059","3227.8","1089.2","1e-04","0","0.0774","0","84.4","-12000.756357","7"
"2597","7","NC_006127_-_FAM172A_CDS","0.201","556.3","181.7","1e-04","0","0.2726","0","49.5","-1459.581587","7"
"2598","7","NC_006127_-_HAUS6_CDS","0.02","1709","580","1.7228","0.0073","0.0042","12.5","2.5","-8057.17087","7"
"2599","7","NC_006127_-_MRPS30_CDS","0.124","837.5","326.5","999","0.0573","1e-04","48","0","-3416.564005","7"
"2600","7","NC_006127_-_CZH5ORF42_CDS","0.02","2805.8","1022.2","1e-04","0","0.0248","0","25.3","-10427.007478","7"
"2601","7","NC_006127_-_F2RL2_CDS","0.207","695.1","276.9","374.5909","0.0964","3e-04","67","0.1","-2564.922901","7"
"2602","7","NC_006127_-_FANCC_CDS","0.091","1206.2","455.8","1e-04","0","0.1108","0","50.5","-4437.486035","7"
"2603","7","NC_006127_-_GCNT1_CDS","0.078","941.3","324.7","1e-04","0","0.1019","0","33.1","-2983.912364","7"
"2604","7","NC_006127_-_AUH_CDS","0.193","500.3","189.7","1e-04","0","0.2344","0","44.5","-1392.885034","7"
"2605","7","NC_006127_-_AP3B1_CDS","0.288","1781.3","630.7","1e-04","0","0.3669","0.1","231.4","-5587.145525","7"
"2606","7","NC_006127_-_DMRT3_CDS","0.443","687.1","278.9","1e-04","1e-04","0.5114","0","142.7","-2135.9819","7"
"2607","7","NC_006127_-_LOXHD1_CDS","0.09","2834.4","1017.6","1e-04","0","0.113","0","115","-9428.491209","7"
"2608","7","NC_006127_-_ADGRV1_CDS","0.006","12810.4","4622.6","15.556","0.0028","2e-04","36.2","0.8","-43769.589657","7"
"2609","7","NC_006127_-_DENND4C_CDS","0.409","4195.5","1603.5","0.0645","0.0272","0.4216","114.2","676","-13878.525438","7"
"2610","7","NC_006127_-_MELK_CDS","0.299","1094.5","363.5","1e-04","0","0.3999","0","145.4","-5431.409933","7"
"2611","7","NC_006127_-_GLDC_CDS","0.15","2052.1","776.9","1e-04","0","0.1826","0","141.8","-6146.933712","7"
"2612","7","NC_006127_-_RBP4B_CDS","0.199","424.8","163.2","1.7601","0.0755","0.0429","32.1","7","-1386.109731","7"
"2613","7","NC_006127_-_AMACR_CDS","0.058","708.9","251.1","131.7108","0.0262","2e-04","18.6","0","-2445.874543","7"
"2614","7","NC_006127_-_MAST4_CDS","0.373","5145","1914","0.3388","0.0813","0.2399","418.2","459.2","-17647.097228","7"
"2615","7","NC_006127_-_ADAMTS6_CDS","0.143","2329.7","874.3","1e-04","0","0.1747","0","152.8","-6009.942204","7"
"2616","7","NC_006127_-_CD274_CDS","0.364","613","212","0.9439","0.1197","0.1268","73.3","26.9","-2465.067054","7"
"2617","7","NC_006127_-_DIMT1_CDS","0","60.9","26.1","14.5475","0","0","0","0","-321.405928","7"
"2618","7","NC_006127_-_ERMP1_CDS","0.05","1714.7","655.3","1e-04","0","0.06","0","39.3","-6103.491137","7"
"2619","7","NC_006127_-_FREM1_CDS","0.411","1371.1","536.9","0.2752","0.0787","0.286","107.9","153.6","-4843.056294","7"
"2620","7","NC_006127_-_FBP2_CDS","0.345","745.6","274.4","1e-04","0","0.4271","0","117.2","-2206.819523","7"
"2621","7","NC_006127_-_ALDOB_CDS","0.15","772.8","319.2","1e-04","0","0.1707","0","54.5","-2512.12693","7"
"2622","7","NC_006127_-_CTSL2_CDS","0.489","631.2","211.8","1e-04","1e-04","0.6484","0","137.4","-1774.392564","7"
"2623","7","NC_006127_-_DNAJC25_CDS","0.127","586.6","196.4","0.8731","0.0408","0.0467","23.9","9.2","-1751.01883","7"
"2624","7","NC_006127_-_APTX_CDS","0.207","745.2","259.8","0.1176","0.0235","0.1998","17.5","51.9","-2744.3134","7"
"2625","7","NC_006127_-_CD72_CDS","1.154","427.5","172.5","0.4425","0.2824","0.6382","120.7","110.1","-2312.443766","7"
"2626","7","NC_006127_-_ANKRA2_CDS","0","672.8","266.2","0.1352","0","0","0","0","-1956.275616","7"
"2627","7","NC_006127_-_CCBE1_CDS","0.313","712.2","283.8","0.1161","0.0329","0.2832","23.4","80.4","-2265.202844","7"
"2628","7","NC_006127_-_BX255923.2_CDS","0.469","824.7","264.3","0.1237","0.0576","0.4652","47.5","122.9","-2580.120267","7"
"2629","7","NC_006127_-_FAM219A_CDS","0.253","348.8","149.2","1e-04","0","0.2816","0","42","-922.340452","7"
"2630","7","NC_006127_-_SLC1A1_CDS","0.33","1081.1","412.9","0.1081","0.0335","0.3102","36.2","128.1","-3351.736178","7"
"2631","7","NC_006127_-_JAK2_CDS","0.19","2497","887","1e-04","0","0.2417","0.1","214.4","-7158.402021","7"
"2632","7","NC_006127_-_PLIN2_CDS","0.315","878.1","330.9","0.4527","0.0788","0.1741","69.2","57.6","-2989.023935","7"
"2633","7","NC_006127_-_FSD1L_CDS","0.45","1080","396","0.1522","0.0601","0.3948","64.9","156.3","-3771.062894","7"
"2634","7","NC_006127_-_CTC-554D6.1_CDS","0","6247.7","2251.3","4.3696","0","0","0","0","-18095.452523","7"
"2635","7","NC_006127_-_CKMT2_CDS","0.075","900","357","999","0.0348","0","31.3","0","-2999.226164","7"
"2636","7","NC_006127_-_AVDL_CDS","0.772","291.1","128.9","0.6452","0.22","0.341","64.1","44","-1477.185959","7"
